season,demand
fall,2.6390573296152584
fall,1.9459101490553128
fall,2.6390573296152584
fall,3.218875824868201
fall,3.044522437723423
fall,3.9318256327243257
fall,4.663439094112067
fall,4.804021044733257
fall,4.672828834461906
fall,4.060443010546419
fall,5.10594547390058
fall,6.052089168924417
fall,6.267200548541362
fall,5.7899601708972535
fall,5.402677381872279
fall,5.393627546352362
fall,5.44673737166631
fall,5.402677381872279
fall,3.1354942159291497
fall,5.10594547390058
fall,4.653960350157523
fall,6.210600077024653
fall,3.4657359027997265
fall,4.158883083359672
fall,4.836281906951478
fall,5.187385805840755
fall,5.176149732573829
fall,5.634789603169249
fall,6.093569770045136
fall,6.274762021241939
fall,6.442540166468199
fall,5.730099782973574
fall,5.159055299214529
fall,5.288267030694535
fall,5.389071729816501
fall,5.43372200355424
fall,5.2574953720277815
fall,4.927253685157205
fall,5.332718793265369
fall,5.834810737062605
fall,5.10594547390058
fall,5.384495062789089
fall,5.986452005284438
fall,5.429345628954441
fall,6.040254711277414
fall,5.730099782973574
fall,4.634728988229636
fall,3.295836866004329
fall,2.19722457733622
fall,1.791759469228055
fall,1.791759469228055
fall,3.1780538303479458
fall,4.02535169073515
fall,4.653960350157523
fall,5.14166355650266
fall,5.438079308923196
fall,5.634789603169249
fall,5.849324779946859
fall,6.320768294250582
fall,6.313548046277095
fall,4.859812404361672
fall,4.948759890378168
fall,5.153291594497779
fall,5.231108616854587
fall,5.572154032177765
fall,4.532599493153256
fall,2.833213344056216
fall,2.079441541679836
fall,1.0986122886681098
fall,2.079441541679836
fall,2.995732273553991
fall,4.127134385045092
fall,2.995732273553991
fall,4.736198448394496
fall,5.003946305945459
fall,5.10594547390058
fall,4.948759890378168
fall,5.613128106388071
fall,6.013715156042802
fall,5.501258210544727
fall,5.159055299214529
fall,5.204006687076795
fall,4.90527477843843
fall,5.703782474656201
fall,2.079441541679836
fall,2.995732273553991
fall,5.929589143389895
fall,5.820082930352362
fall,6.016157159698354
fall,5.8888779583328805
fall,6.037870919922137
fall,6.075346031088684
fall,5.820082930352362
fall,5.6937321388027
fall,5.241747015059643
fall,4.248495242049359
fall,3.4011973816621555
fall,1.0986122886681098
fall,1.791759469228055
fall,1.3862943611198906
fall,3.7612001156935615
fall,4.0943445622221
fall,4.31748811353631
fall,5.87493073085203
fall,4.691347882229144
fall,5.793013608384144
fall,5.332718793265369
fall,5.877735781779639
fall,5.963579343618446
fall,5.8664680569332965
fall,5.730099782973574
fall,5.497168225293202
fall,5.0238805208462765
fall,4.61512051684126
fall,3.713572066704308
fall,2.3978952727983707
fall,1.791759469228055
fall,2.079441541679836
fall,2.772588722239781
fall,3.6635616461296463
fall,3.9889840465642745
fall,4.574710978503383
fall,4.6443908991413725
fall,5.043425116919247
fall,5.43372200355424
fall,4.812184355372417
fall,5.087596335232384
fall,5.099866427824199
fall,4.990432586778736
fall,5.003946305945459
fall,5.278114659230517
fall,5.659482215759621
fall,5.872117789475416
fall,6.12029741895095
fall,5.942799375126701
fall,5.846438775057725
fall,5.645446897643238
fall,5.631211781821365
fall,5.560681631015528
fall,5.2574953720277815
fall,4.941642422609304
fall,5.393627546352362
fall,6.1224928095143865
fall,5.556828061699537
fall,4.330733340286331
fall,4.584967478670572
fall,4.465908118654584
fall,4.30406509320417
fall,3.713572066704308
fall,5.389071729816501
fall,5.68697535633982
fall,5.82600010738045
fall,5.916202062607435
fall,5.924255797414532
fall,5.961005339623274
fall,5.940171252720432
fall,5.8664680569332965
fall,1.3862943611198906
fall,5.54907608489522
fall,5.552959584921617
fall,5.303304908059076
fall,4.48863636973214
fall,3.6375861597263857
fall,3.1354942159291497
fall,2.4849066497880004
fall,1.9459101490553128
fall,3.555348061489413
fall,5.267858159063328
fall,5.068904202220232
fall,5.2574953720277815
fall,5.170483995038151
fall,4.343805421853684
fall,4.430816798843313
fall,5.017279836814924
fall,5.442417710521793
fall,5.420534999272286
fall,5.659482215759621
fall,5.953243334287785
fall,6.142037405587356
fall,6.246106765481563
fall,5.811140992976701
fall,5.517452896464707
fall,5.225746673713202
fall,5.53338948872752
fall,5.402677381872279
fall,5.049856007249537
fall,4.867534450455582
fall,5.3230099791384085
fall,4.30406509320417
fall,6.054439346269371
fall,3.295836866004329
fall,2.8903717578961645
fall,5.0369526024136295
fall,5.117993812416755
fall,5.209486152841421
fall,5.468060141135132
fall,5.676753802268282
fall,5.594711379601839
fall,5.638354669333745
fall,5.8805329864007
fall,5.556828061699537
fall,5.030437921392435
fall,6.042632833682381
fall,5.749392985908253
fall,5.560681631015528
fall,5.337538079701318
fall,4.770684624465665
fall,3.784189633918261
fall,3.091042453358316
fall,2.302585092994046
fall,5.575949103146316
fall,4.330733340286331
fall,3.258096538021482
fall,4.663439094112067
fall,3.218875824868201
fall,1.6094379124341005
fall,2.19722457733622
fall,2.3978952727983707
fall,3.258096538021482
fall,3.828641396489095
fall,4.68213122712422
fall,4.934473933130692
fall,5.342334251964811
fall,5.7430031878094825
fall,6.023447592961033
fall,6.326149473155099
fall,6.369900982828227
fall,5.641907070938114
fall,5.267858159063328
fall,5.181783550292085
fall,5.726847747587197
fall,5.966146739123692
fall,5.2832037287379885
fall,4.882801922586371
fall,1.6094379124341005
fall,2.19722457733622
fall,2.70805020110221
fall,3.1354942159291497
fall,4.174387269895637
fall,4.844187086458591
fall,5.056245805348308
fall,5.327876168789581
fall,4.787491742782046
fall,5.662960480135946
fall,6.3473892096560105
fall,6.366470447731438
fall,5.697093486505405
fall,5.181783550292085
fall,4.955827057601261
fall,5.37989735354046
fall,5.365976015021851
fall,5.231108616854587
fall,5.916202062607435
fall,4.499809670330265
fall,4.290459441148391
fall,4.127134385045092
fall,5.204006687076795
fall,5.2574953720277815
fall,5.087596335232384
fall,5.010635294096256
fall,4.709530201312334
fall,5.288267030694535
fall,6.089044875446846
fall,5.846438775057725
fall,4.77912349311153
fall,3.4011973816621555
fall,1.6094379124341005
fall,1.791759469228055
fall,1.3862943611198906
fall,2.772588722239781
fall,3.4339872044851463
fall,4.477336814478207
fall,4.584967478670572
fall,5.068904202220232
fall,5.713732805509369
fall,6.396929655216146
fall,6.345636360828596
fall,5.241747015059643
fall,4.852030263919617
fall,4.770684624465665
fall,5.342334251964811
fall,6.18826412308259
fall,5.730099782973574
fall,4.653960350157523
fall,3.332204510175204
fall,5.214935757608986
fall,1.6094379124341005
fall,1.791759469228055
fall,2.6390573296152584
fall,3.1780538303479458
fall,4.343805421853684
fall,5.0238805208462765
fall,5.3706380281276624
fall,5.634789603169249
fall,5.929589143389895
fall,1.6094379124341005
fall,5.53338948872752
fall,5.652489180268651
fall,6.180016653652572
fall,5.556828061699537
fall,5.849324779946859
fall,5.796057750765372
fall,5.676753802268282
fall,5.802118375377063
fall,5.91350300563827
fall,5.932245187448011
fall,5.638354669333745
fall,5.288267030694535
fall,5.209486152841421
fall,4.634728988229636
fall,3.713572066704308
fall,3.1780538303479458
fall,1.791759469228055
fall,2.302585092994046
fall,1.0986122886681098
fall,3.295836866004329
fall,5.262690188904886
fall,5.043425116919247
fall,3.6635616461296463
fall,3.295836866004329
fall,6.272877006546167
fall,5.645446897643238
fall,5.204006687076795
fall,5.017279836814924
fall,5.262690188904886
fall,5.181783550292085
fall,5.030437921392435
fall,4.948759890378168
fall,5.983936280687191
fall,5.402677381872279
fall,5.552959584921617
fall,4.499809670330265
fall,2.833213344056216
fall,1.6094379124341005
fall,1.9459101490553128
fall,1.0986122886681098
fall,2.302585092994046
fall,3.218875824868201
fall,5.872117789475416
fall,5.648974238161206
fall,4.736198448394496
fall,4.812184355372417
fall,5.187385805840755
fall,5.068904202220232
fall,4.795790545596741
fall,5.342334251964811
fall,5.968707559985366
fall,5.823045895483019
fall,4.820281565605037
fall,3.4339872044851463
fall,1.9459101490553128
fall,2.079441541679836
fall,1.6094379124341005
fall,2.995732273553991
fall,3.610917912644224
fall,4.276666119016055
fall,5.075173815233827
fall,5.3612921657094255
fall,5.564520407322694
fall,5.241747015059643
fall,5.942799375126701
fall,5.135798437050262
fall,5.402677381872279
fall,5.3471075307174685
fall,6.013715156042802
fall,5.700443573390687
fall,4.532599493153256
fall,3.4657359027997265
fall,1.3862943611198906
fall,1.791759469228055
fall,2.302585092994046
fall,3.258096538021482
fall,3.871201010907891
fall,4.23410650459726
fall,4.74493212836325
fall,4.976733742420574
fall,5.513428746164983
fall,5.44673737166631
fall,5.497168225293202
fall,5.564520407322694
fall,4.90527477843843
fall,6.373319789577012
fall,6.395261598115449
fall,5.6240175061873385
fall,6.361302477572996
fall,5.676753802268282
fall,5.19295685089021
fall,5.247024072160486
fall,5.214935757608986
fall,5.231108616854587
fall,5.030437921392435
fall,4.90527477843843
fall,5.365976015021851
fall,6.052089168924417
fall,5.891644211825772
fall,4.804021044733257
fall,2.995732273553991
fall,2.079441541679836
fall,1.3862943611198906
fall,0.6931471805599453
fall,2.302585092994046
fall,6.289715570908998
fall,5.981414211254481
fall,5.605802066295998
fall,5.501258210544727
fall,5.170483995038151
fall,4.820281565605037
fall,5.181783550292085
fall,5.356586274672012
fall,5.099866427824199
fall,4.955827057601261
fall,5.308267697401205
fall,6.061456918928017
fall,4.941642422609304
fall,5.91350300563827
fall,3.4339872044851463
fall,2.19722457733622
fall,2.079441541679836
fall,1.6094379124341005
fall,2.079441541679836
fall,3.49650756146648
fall,4.30406509320417
fall,4.969813299576001
fall,4.976733742420574
fall,5.187385805840755
fall,5.525452939131784
fall,5.407171771460119
fall,2.302585092994046
fall,3.610917912644224
fall,3.9889840465642745
fall,4.430816798843313
fall,4.990432586778736
fall,5.19295685089021
fall,5.501258210544727
fall,5.666426688112432
fall,5.783825182329737
fall,5.910796644040527
fall,5.899897353582492
fall,5.739792912179234
fall,5.929589143389895
fall,5.8971538676367405
fall,5.75890177387728
fall,5.560681631015528
fall,4.941642422609304
fall,2.5649493574615367
fall,1.6094379124341005
fall,2.079441541679836
fall,3.332204510175204
fall,4.219507705176107
fall,4.859812404361672
fall,5.298317366548036
fall,5.442417710521793
fall,5.924255797414532
fall,6.29156913955832
fall,6.342121418721152
fall,5.572154032177765
fall,4.23410650459726
fall,5.231108616854587
fall,5.176149732573829
fall,5.241747015059643
fall,4.934473933130692
fall,4.653960350157523
fall,5.3706380281276624
fall,6.040254711277414
fall,5.805134968916488
fall,4.727387818712341
fall,5.236441962829949
fall,3.258096538021482
fall,3.784189633918261
fall,1.791759469228055
fall,3.091042453358316
fall,1.6094379124341005
fall,1.6094379124341005
fall,3.332204510175204
fall,4.3694478524670215
fall,4.382026634673881
fall,4.68213122712422
fall,4.836281906951478
fall,5.117993812416755
fall,5.093750200806762
fall,5.41610040220442
fall,5.752572638825633
fall,6.1779441140506
fall,6.338594078203183
fall,5.8805329864007
fall,5.313205979041787
fall,5.41610040220442
fall,3.610917912644224
fall,4.68213122712422
fall,5.176149732573829
fall,5.517452896464707
fall,0.0
fall,3.58351893845611
fall,4.48863636973214
fall,4.3694478524670215
fall,4.718498871295094
fall,4.912654885736052
fall,4.962844630259907
fall,5.135798437050262
fall,2.4849066497880004
fall,5.170483995038151
fall,5.796057750765372
fall,5.883322388488279
fall,5.720311776607412
fall,5.869296913133774
fall,5.6937321388027
fall,5.855071922202427
fall,5.918893854273146
fall,5.905361848054571
fall,5.545177444479562
fall,5.25227342804663
fall,4.23410650459726
fall,5.272999558563747
fall,5.272999558563747
fall,5.187385805840755
fall,4.02535169073515
fall,2.6390573296152584
fall,1.0986122886681098
fall,0.6931471805599453
fall,1.3862943611198906
fall,2.6390573296152584
fall,3.1780538303479458
fall,3.367295829986474
fall,3.6375861597263857
fall,4.564348191467836
fall,5.420534999272286
fall,5.468060141135132
fall,5.652489180268651
fall,4.969813299576001
fall,4.060443010546419
fall,4.23410650459726
fall,3.218875824868201
fall,4.174387269895637
fall,4.624972813284271
fall,2.6390573296152584
fall,1.0986122886681098
fall,0.6931471805599453
fall,2.079441541679836
fall,2.079441541679836
fall,2.772588722239781
fall,3.258096538021482
fall,4.248495242049359
fall,4.406719247264253
fall,4.48863636973214
fall,3.951243718581428
fall,4.219507705176107
fall,4.727387818712341
fall,5.049856007249537
fall,4.934473933130692
fall,4.787491742782046
fall,4.836281906951478
fall,4.584967478670572
fall,2.3978952727983707
fall,3.091042453358316
fall,2.302585092994046
fall,4.204692619390966
fall,4.48863636973214
fall,4.663439094112067
fall,5.220355825078324
fall,5.8971538676367405
fall,5.147494476813453
fall,4.276666119016055
fall,3.044522437723423
fall,1.3862943611198906
fall,0.0
fall,0.6931471805599453
fall,2.079441541679836
fall,2.995732273553991
fall,4.158883083359672
fall,4.0943445622221
fall,4.406719247264253
fall,5.1647859739235145
fall,3.367295829986474
fall,3.1780538303479458
fall,4.48863636973214
fall,4.663439094112067
fall,4.189654742026425
fall,5.247024072160486
fall,5.793013608384144
fall,4.454347296253507
fall,4.31748811353631
fall,2.772588722239781
fall,1.3862943611198906
fall,0.6931471805599453
fall,4.04305126783455
fall,1.791759469228055
fall,2.5649493574615367
fall,4.060443010546419
fall,4.430816798843313
fall,4.795790545596741
fall,5.093750200806762
fall,5.638354669333745
fall,5.921578419643816
fall,5.673323267171493
fall,1.6094379124341005
fall,4.68213122712422
fall,5.662960480135946
fall,4.912654885736052
fall,5.068904202220232
fall,5.420534999272286
fall,5.808142489980444
fall,5.82600010738045
fall,5.940171252720432
fall,6.180016653652572
fall,6.001414877961151
fall,5.834810737062605
fall,5.857933154483459
fall,6.018593214496234
fall,5.996452088619021
fall,5.811140992976701
fall,5.424950017481403
fall,4.543294782270004
fall,3.610917912644224
fall,2.995732273553991
fall,3.6635616461296463
fall,4.553876891600541
fall,3.80666248977032
fall,2.772588722239781
fall,2.4849066497880004
fall,5.700443573390687
fall,6.077642243349034
fall,6.3473892096560105
fall,6.380122536899765
fall,5.697093486505405
fall,5.356586274672012
fall,5.241747015059643
fall,5.093750200806762
fall,2.19722457733622
fall,5.214935757608986
fall,4.859812404361672
fall,5.170483995038151
fall,6.0112671744041615
fall,5.7430031878094825
fall,4.691347882229144
fall,3.1780538303479458
fall,1.3862943611198906
fall,0.6931471805599453
fall,5.10594547390058
fall,5.010635294096256
fall,3.80666248977032
fall,4.477336814478207
fall,4.158883083359672
fall,4.418840607796598
fall,4.7535901911063645
fall,4.997212273764115
fall,5.075173815233827
fall,5.313205979041787
fall,5.3471075307174685
fall,5.855071922202427
fall,6.016157159698354
fall,6.22455842927536
fall,5.652489180268651
fall,5.236441962829949
fall,4.997212273764115
fall,4.804021044733257
fall,4.31748811353631
fall,4.276666119016055
fall,3.367295829986474
fall,3.610917912644224
fall,1.9459101490553128
fall,2.079441541679836
fall,1.791759469228055
fall,4.68213122712422
fall,4.934473933130692
fall,5.1647859739235145
fall,5.438079308923196
fall,5.501258210544727
fall,5.752572638825633
fall,5.886104031450156
fall,6.131226489483141
fall,4.330733340286331
fall,6.066108090103747
fall,5.883322388488279
fall,5.91350300563827
fall,6.001414877961151
fall,5.886104031450156
fall,5.762051382780177
fall,5.332718793265369
fall,4.77912349311153
fall,3.951243718581428
fall,6.173786103901937
fall,5.480638923341991
fall,5.003946305945459
fall,4.727387818712341
fall,4.060443010546419
fall,3.258096538021482
fall,2.772588722239781
fall,2.302585092994046
fall,3.610917912644224
fall,3.951243718581428
fall,4.844187086458591
fall,5.402677381872279
fall,5.7745515455444085
fall,5.981414211254481
fall,6.137727054086234
fall,6.208590026096629
fall,6.07073772800249
fall,6.059123195581797
fall,6.052089168924417
fall,6.163314804034641
fall,6.059123195581797
fall,4.31748811353631
fall,6.0063531596017325
fall,4.700480365792417
fall,5.407171771460119
fall,3.1354942159291497
fall,4.787491742782046
fall,5.613128106388071
fall,6.335054251498059
fall,5.332718793265369
fall,5.111987788356544
fall,5.3471075307174685
fall,5.472270673671475
fall,5.5093883366279774
fall,5.579729825986222
fall,5.468060141135132
fall,5.8888779583328805
fall,6.375024819828097
fall,6.206575926724928
fall,5.976350909297934
fall,5.83773044716594
fall,5.564520407322694
fall,5.117993812416755
fall,5.69035945432406
fall,5.529429087511423
fall,5.303304908059076
fall,5.332718793265369
fall,5.198497031265826
fall,4.532599493153256
fall,3.9318256327243257
fall,3.218875824868201
fall,2.302585092994046
fall,1.9459101490553128
fall,1.3862943611198906
fall,2.833213344056216
fall,4.653960350157523
fall,5.6240175061873385
fall,5.849324779946859
fall,5.313205979041787
fall,4.867534450455582
fall,4.948759890378168
fall,5.10594547390058
fall,5.0238805208462765
fall,5.568344503761097
fall,5.937536205082426
fall,5.966146739123692
fall,5.910796644040527
fall,5.123963979403259
fall,4.8283137373023015
fall,4.624972813284271
fall,4.543294782270004
fall,3.8501476017100575
fall,2.302585092994046
fall,2.4849066497880004
fall,3.044522437723423
fall,2.302585092994046
fall,3.912023005428146
fall,5.214935757608986
fall,5.717027701406222
fall,5.968707559985366
fall,6.040254711277414
fall,6.156978985585555
fall,6.063785208687608
fall,5.780743515792329
fall,5.75890177387728
fall,4.770684624465665
fall,1.9459101490553128
fall,3.6375861597263857
fall,2.995732273553991
fall,4.912654885736052
fall,4.820281565605037
fall,4.997212273764115
fall,5.308267697401205
fall,6.059123195581797
fall,6.236369590203704
fall,5.820082930352362
fall,5.730099782973574
fall,5.552959584921617
fall,5.267858159063328
fall,4.3694478524670215
fall,3.828641396489095
fall,2.4849066497880004
fall,1.6094379124341005
fall,1.3862943611198906
fall,1.6094379124341005
fall,3.258096538021482
fall,5.093750200806762
fall,4.8283137373023015
fall,4.812184355372417
fall,5.170483995038151
fall,4.983606621708336
fall,5.476463551931511
fall,6.2422232654551655
fall,6.156978985585555
fall,5.921578419643816
fall,5.4638318050256105
fall,4.867534450455582
fall,4.499809670330265
fall,4.795790545596741
fall,4.007333185232471
fall,2.6390573296152584
fall,2.19722457733622
fall,2.079441541679836
fall,1.791759469228055
fall,3.218875824868201
fall,4.74493212836325
fall,5.799092654460526
fall,6.0330862217988015
fall,3.091042453358316
fall,4.927253685157205
fall,5.746203190540153
fall,5.225746673713202
fall,6.186208623900494
fall,5.41164605185504
fall,4.844187086458591
fall,4.997212273764115
fall,5.407171771460119
fall,5.176149732573829
fall,5.181783550292085
fall,5.19295685089021
fall,5.613128106388071
fall,6.38856140554563
fall,6.359573868672378
fall,5.991464547107982
fall,5.8522024797744745
fall,5.564520407322694
fall,5.170483995038151
fall,4.820281565605037
fall,4.382026634673881
fall,5.811140992976701
fall,4.867534450455582
fall,3.332204510175204
fall,1.791759469228055
